id,genres,production_companies,cast,crew,production_countries,spoken_languages,year,weekday,month,cast_power,cast_number,crew_number,spoken_languages_number,runtime,popularity,budget,imdb_rating,imdb_votes
5069,Drama Adventure Western,Paramount_Pictures Scott_Rudin_Productions Mike_Zoss_Productions Skydance_Productions,Jeff_Bridges Matt_Damon Josh_Brolin Barry_Pepper Hailee_Steinfeld Domhnall_Gleeson Bruce_Green Ed_Lee_Corbin Roy_Lee_Jones Paul_Rae Nicholas_Sadler Dakin_Matthews Elizabeth_Marvel Ruth_Morris Leon_Russom Jake_Walker Don_Pirl James_Brolin Jarlath_Conroy J.K._Simmons Candyce_Hinkle Peter_Leung Joe_Stevens David_Lipman Orlando_Smart Ty_Mitchell Scott_Sowers Jonathan_Joss Maggie_A._Goodman Brandon_Sanderson Ruben_Nakai_Campana,Roger_Deakins Nancy_Haigh Joel_Coen Joel_Coen Joel_Coen Ethan_Coen Ethan_Coen Ethan_Coen Ellen_Chenoweth Scott_Rudin Jess_Gonchor Mary_Zophres Christina_Ann_Wilson Stefan_Dechant Thomas_Nellen Lori_DeLapp Craig_Branham,US,en,2010,Wednesday,Dec,46360996.11,31,17,1,110.0,10.730765,38000000,7.6,306585
5070,Drama Action Crime,Zazen_Produções Globo_filmes Riofilme Feijão_Filmes,Wagner_Moura Irandhir_Santos Andr√©_Ramiro Pedro_Van-Held Maria_Ribeiro Sandro_Rocha Milhem_Cortaz Tain√°_M√ºller Seu_Jorge Andr√©_Mattos Adriano_Garib J√∫lio_Adri√£o Em√≠lio_Orciollo_Netto Charles_Fricks Fabr√≠cio_Boliveira Pierre_Santos Cadu_F√°vero Luca_Bianchi Juliana_Schalch Rog√©rio_Trindade Luciano_Vidigal Prazeres_Barbosa Roney_Villela Rose_Abdallah Thogun Kikito_Junqueira,Br√°ulio_Mantovani Br√°ulio_Mantovani Daniel_Rezende Jos√©_Padilha Jos√©_Padilha Jos√©_Padilha Jos√©_Padilha Rodrigo_Pimentel Marcos_Prado Pedro_Bromfman Lula_Carvalho Keith_Woulard Alessandro_Laroca Sergio_Farjalla_Jr. Tiago_Marques_Teixeira Clara_Rocha Bruno_Van_Zeebroeck Everette_Webber Odair_Zani Cl√°udia_Kopke Cristina_Cirne D√©bora_Opolski Roger_Hands Eduardo_Virmond_Lima Armando_Torres_Jr. Pablo_Bai√£o Ulisses_Malta_Jr. Olivia_Rabacov Henrique_Bertol Andressa_Cor Priscila_Pereira Anderson_Tieta Rafael_Terpins Julian_McDougald Cindy_Duarte Mart√≠n_Mac√≠as_Trujillo William_Boggs,BR,pt,2010,Friday,Oct,400977.19,26,37,1,115.0,12.334357,0,8.0,78431
5071,Drama Thriller Crime Mystery Romance,Warner_Bros. Baltimore_Pictures,Michael_Douglas Demi_Moore Donald_Sutherland Dylan_Baker Jacqueline_Kim Roma_Maffia Caroline_Goodall Rosemary_Forsyth Dennis_Miller Suzie_Plakson Nicholas_Sadler Donal_Logue,Barry_Levinson Paul_Attanasio Barry_Levinson Ennio_Morricone Tony_Pierce-Roberts Stu_Linder,US,en,1994,Friday,Dec,30353324.71,12,6,1,123.0,11.812244,55000000,6.1,45764
5072,Crime Drama Mystery Thriller,Regency_Enterprises Wolper_Organization Warner_Bros.,"Kevin_Spacey Guy_Pearce Danny_DeVito James_Cromwell Kim_Basinger Russell_Crowe David_Strathairn Ron_Rifkin Matt_McCoy Paul_Guilfoyle Paolo_Seganti Elisabeth_Granli Sandra_Taylor Steve_Rankin Graham_Beckel Simon_Baker Allan_Graf Symba Bob_Clendenin Lennie_Loftin Will_Zahrn Amber_Smith Darrell_Sandeen Michael_Warwick Shawnee_Free_Jones Thomas_Rosales,_Jr. Norman_Howell Brian_Lally John_Mahon Tomas_Arana Michael_McCleery Jack_Conley Jack_Knight Gene_Wolande Michael_Chieffo Ingo_Neuhaus Jim_Metzler Jeremiah_Birkett Salim_Grant Marisol_Padilla_S√°nchez Jeff_Sanders Steven_Lambert Jordan_Marder Gregory_White April_Breneman Brenda_Bakke Rebecca_Klingler Irene_Roseen Scott_Eberlein David_St._James Jeff_Austin Robert_Foster Robert_Thompson Don_Pulford Jan_Citron Scott_McKinley George_Oliver Jimmy_Ortega Gilbert_Rosales Nectar_Rose Rocco_Salata Dell_Yount",Curtis_Hanson Curtis_Hanson Curtis_Hanson Arnon_Milchan Mali_Finn Jerry_Goldsmith David_L._Wolper Richard_Stutsman Jay_Hart Brian_Helgeland Brian_Helgeland Bob_Beher Peter_Honess Randy_Berrett Jeannine_Oppewall Dan_Kolsrud Kenneth_Hall Dante_Spinotti James_Ellroy Michael_G._Nathanson Ruth_Myers William_Arnold James_Muro Emily_Schweber Mildred_Iatrou Beth_Jochem_Besterveld John_Panzarella Rick_Avery Lance_Anderson Arthur_Morton Jeff_Imada Barbara_Harris Bob_Herron Merrick_Morton Eric_Rylander Lisa_Lovaas Michael_Trent Pablo_Ferro Steven_B._Melton Marsha_Bozeman Sharron_Reynolds Duane_Manwiller Peter_Donen Terry_Rodman Gary_Jay Peter_Sorel Thom_'Coach'_Ehle John_Leveque Travis_Baumann Janis_Clark Jessica_Drake Dave_DeGaetano Connie_Papineau Kirk_Francis James_W._Apted Anthony_G._Schmidt L._Dean_Jones_Jr. Fred_Fein David_Orr Scott_M._Robinson Jim_Duggan David_Guilbeau Thell_Reed Joe_Divitale Corwin_A._Bibb Rick_Broderman Bruce_Botnick Kenneth_Hunter Mychal_Smith Kim_Bodner Steven_Gerrior Robert_Lamkin Keith_Dillin Gary_Damian_Thomas Louisa_Bonnie Javier_Carrillo John_Hinkle Moira_Gill Chuck_Brooks Peter_Savic Bella_Noubarian Jim_C._Johnson Eric_Yount Dave_Amberik Bonnie_Daniels Carolyn_Hagan John_Cales John_Baumhauer Pete_Bianco John_Bush Michael_Battaglia Dion_Mitchell Mark_Burnett Linda_Montanti Warren_Smith,US,en,1997,Friday,Sep,78089568.57000001,62,95,1,138.0,10.989442,35000000,8.2,523936
5073,Drama Thriller Romance,Warner_Bros.,Richard_Gere Kim_Basinger Uma_Thurman Eric_Roberts Paul_Guilfoyle Keith_David Robert_Harper Agustin_Rodriguez Rita_Zohar Harris_Yulin,Charles_Roven Richard_Gere Wesley_Strick Wesley_Strick Phil_Joanou Robert_Berger,US,en,1992,Friday,Feb,13412886.88,10,6,1,117.0,4.437069999999999,0,5.9,13054
5074,Mystery Thriller,RKO_Radio_Pictures,Cary_Grant Joan_Fontaine Cedric_Hardwicke Nigel_Bruce Dame_May_Whitty Isabel_Jeans Heather_Angel Auriol_Lee Reginald_Sheffield Leo_G._Carroll Billy_Bevan Leonard_Carey Gavin_Gordon Doris_Lloyd,Van_Nest_Polglase Edward_Stevenson Samson_Raphaelson Alfred_Hitchcock Franz_Waxman Alma_Reville Mel_Berns Darrell_Silvera Harry_Stradling_Sr. William_Hamilton Anthony_Berkeley Joan_Harrison Harry_E._Edington Dewey_Starkey,US,en,1941,Friday,Nov,1281389.73,14,14,1,99.0,5.660476,1103000,7.4,31954
5075,Drama Romance,"Granada_Film_Productions Arts_Council_of_England Diaphana_Films The_Glasgow_Film_Fund National_Lottery Showtime_Networks Filmfour Scottish_Arts_Council,_The Three_Rivers_Production Progres_Film_Distribution Kinowelt_Median",Gillian_Anderson Dan_Aykroyd Eleanor_Bron Terry_Kinney Anthony_LaPaglia Laura_Linney Jodhi_May Elizabeth_McGovern Eric_Stoltz Penny_Downie Pearce_Quigley Helen_Coker Mary_MacLeod,Terence_Davies Edith_Wharton Terence_Davies Olivia_Stewart Bob_Last Pippa_Cross Remi_Adefarasin Diane_Dancklefsen Kerry_Barden Billy_Hopkins Suzanne_Smith Don_Taylor Monica_Howe Eva_Marieges_Moore Renate_Leuschner Paul_Huntley Pat_Rambaut John_Bush,GB FR DE US,en fr,2000,Saturday,Sep,8759794.33,13,18,2,140.0,2.492547,10000000,7.0,7059
5076,Drama,Paramount_Pictures,Jessica_Lange Halle_Berry David_Strathairn Samuel_L._Jackson Cuba_Gooding_Jr. Daisy_Eagan Marc_John_Jefferies Joie_Lee Regina_Taylor LaTanya_Richardson_Jackson,Hawk_Koch Kimberly_Brent Naomi_Foner_Gyllenhaal Naomi_Foner_Gyllenhaal Sharon_Owyang Stephen_Gyllenhaal Seth_Margolis,US,en,1995,Friday,Mar,16027568.350000001,10,7,1,106.0,7.698525999999999,17000000,6.5,5443
5077,Romance Comedy,DreamWorks_SKG Roth-Arnold_Productions,Sandra_Bullock Ben_Affleck Maura_Tierney Steve_Zahn Blythe_Danner Ronny_Cox Michael_Fairman Richard_Schiff Athena_Maria_Bitzis Afemo_Omilami David_Strickland Jack_Kehler Janet_Carroll Meredith_Scott_Lynn George_Wallace Steve_Hytner John_Doe Anne_Haney Bert_Remsen Julie_Ivey Danny_Scalf Pat_Crawford_Brown Bill_Erwin Carter_Reedy Kara_Hamilton William_Marquez Michael_Cudlitz Libby_Whittemore Dan_Albright Mike_Pniewski Taylor_Gilbert Francisco_De_Ram√≠rez Shelly_Desai Chad_Ridgely Rob_Springer Joanne_Pankow Bill_Coates Leon_Lamar Bob_King Dan_Biggers,Craig_Wood Junie_Lowry-Johnson Elliot_Davis Christa_Munro Ian_Bryce Leslie_Morales John_Powell Lester_Cohen Susan_Arnold Bronwen_Hughes Donna_Zakowska Donna_Roth Marc_Lawrence Chris_Squires Katherine_Quittner Andy_Nelson David_Hankins Anna_Behlmer Frank_Smathers Bruce_Tanis Janine_Rath Michael_Babcock Darren_Michaels Pamela_S._Westmore Cate_Hardman Michelle_Kuznetsky Mary_Ramos,US,en,1999,Friday,Mar,70056518.33000001,40,27,1,105.0,7.906035,75000000,5.4,31964
5078,Comedy Romance,Orion_Pictures,C._Thomas_Howell Kelly_Preston Lori_Loughlin Dee_Wallace Cliff_DeYoung Leigh_Taylor-Young Fred_Ward Casey_Siemaszko Courtney_Gains Corey_Haim Rodney_Pearson J.J._Cohen Scott_McGinnis Michael_Menzies Michael_Moore John_Terlesky Keith_Mills Ken_Lerner Dermott_Downs Doug_Savant Leslie_Allan Gypsi_DeYoung Janet_Carroll Mike_Toto Ron_Burke Ernie_Lively Tony_Margulies Joy_Michelle_Moore Tom_Tangen,David_Greenwalt Jim_Kouf David_Greenwalt Jan_Hammer Victor_J._Kemper Dennis_Virkler William_J._Cassidy Barbara_Krieger Jane_Feinberg Mike_Fenton C.O._Erickson Stephen_J._Roth,US,en,1985,Friday,Jun,5950102.04,29,12,1,90.0,4.4432599999999995,0,6.6,6306
5079,Comedy Drama Romance,Paramount_Pictures,Ben_Affleck Casey_Affleck Dave_Chappelle Kate_Hudson Janeane_Garofalo Courtney_Love Jay_Mohr Nicole_Ari_Parker Martha_Plimpton Christina_Ricci Paul_Rudd,Risa_Bramon_Garcia Shana_Larsen David_Gale,US,en,1999,Friday,Feb,5439428.57,11,3,1,101.0,3.227046,6000000,6.0,14492
5080,Comedy Family Romance,Paramount_Pictures Columbia_Pictures_Corporation Nickelodeon_Movies O.N.C._Entertainment Robert_Simonds_Productions Sony_Pictures_Entertainment_(SPE) Metro-Goldwyn-Mayer_(MGM) Time_Productions,Dennis_Quaid Rene_Russo Sean_Faris Katija_Pevec Dean_Collins Tyler_Patrick_Jones Haley_Ramm Ty_Panitz Danielle_Panabaker Miki_Ishikawa Slade_Pearce Drake_Bell Miranda_Cosgrove Lil'_JJ Rip_Torn Linda_Hunt Jerry_O'Connell Beau_Holden Gian_Franco_Tordi,Raja_Gosnell Ron_Burch David_Kidd,US,en,2005,Wednesday,Nov,33496291.230000004,19,3,1,90.0,10.238422,45000000,5.5,26425
5081,Drama Thriller Crime,Studio_Babelsberg Atlas_Entertainment Mosaic_Media_Group X-Filme_Creative_Pool,Clive_Owen Naomi_Watts Armin_Mueller-Stahl Ulrich_Thomsen Br√≠an_F._O'Byrne Michel_Voletti Patrick_Baladi Jay_Villiers James_Rebhorn Jack_McGee Remy_Auberjonois Tibor_Feldman Steven_Randazzo Nilaja_Sun Ty_Jones Ian_Burfield Peter_Jordan Axel_Milberg Thomas_Morris Oliver_Trautwein Luigi_Di_Fiore Laurent_Spielvogel Giorgio_Lupano Loris_Loddi Dino_Conti Lucian_Msamati Benjamin_Wandschneider Matt_Patresi Naomi_Krauss Luca_Calvani Darren_Pettie Fabrice_Scott Haluk_Bilginer Luca_Barbareschi Alessandro_Fabrizi Felix_Solis,Tom_Tykwer Tom_Tykwer Johnny_Klimek Reinhold_Heil Frank_Griebe Mathilde_Bonnefoy Eric_Singer Ray_Fisher,DE GB US,en fr de it ru,2009,Tuesday,Feb,60688627.70999999,36,8,5,118.0,6.583609,50000000,6.5,90499
5082,Action Comedy Drama,United_Artists EMI_Films_Ltd.,Kris_Kristofferson Ali_MacGraw Ernest_Borgnine Burt_Young Madge_Sinclair Seymour_Cassel Tom_Runyon Franklyn_Ajaye Brian_Davies Cassie_Yates Walter_Kelley Jackson_D._Kane Billy_Hughes Whitey_Hughes Bill_Coontz Tommy_J._Huff Tommy_Bush,Sam_Peckinpah Bill_L._Norton Robert_M._Sherman Michael_Deeley Barry_Spikings Chip_Davis Harry_Stradling_Jr. Garth_Craven John_Wright Lynn_Stalmaster Fernando_Carrere Bill_L._Norton,GB US,en,1978,Tuesday,Jun,11443816.91,17,12,1,110.0,4.925738,12000000,6.4,14908
5083,Drama,Bigel_/_Mailer_Films Palm_Pictures,Robert_Downey_Jr. Scott_Caan Stacy_Edwards Allan_Houston Gaby_Hoffmann Jared_Leto Claudia_Schiffer Brooke_Shields Joe_Pantoliano Kidada_Jones Marla_Maples Bijou_Phillips Oliver_'Power'_Grant Raekwon William_Lee_Scott Michael_B._Jordan Eddie_Kaye_Thomas James_Toback Mike_Tyson Elijah_Wood Kim_Matulova Brett_Ratner Method_Man Inspectah_Deck Ghostface_Killah Sticky_Fingaz George_Wayne Scottie_Epstein Thaddaeus_Birkett Chip_Banks Hassan_Johnson Larry_Shaw Superb Tyrone_S._Walker Richard_Akiva Justin_Ske Richard_Voll Steven_C._Beer Sabine_Lamy Michelle_Dent Frank_Pesce Richard_Rose Chuck_Zito Sheila_Ball John_Bolger Joseph_Bongiorno Masta_Killa Frank_Adonis Jodi_Cohen John_Buffalo_Mailer Tina_Nguyen Garry_Pastore Richard_Elms Keith_Grayson Janine_Green Cara_Hamill Katie_Hamill David_Alastair_King Kristin_Klosterman Duane_McLaughlin Lauren_Pratt Shari_Raghunati Katie_Sagona Melvin_James_Shaad Tyree_Michael_Simpson Patrick_Watt Jade_Yorker Pell_James George_F._Miller Steve_Nuke James_M._Sand√≠n Davy_Sardou Fredro_Starr Sanny_van_Heteren Bellamy_Young Shawn_Regruto Robert_B._Alexander Eric_Keith_McNeil Ben_Stiller,James_Toback James_Toback,US,en,1999,Saturday,Sep,33611518.989999995,79,2,1,98.0,1.191035,10000000,4.9,5513
5084,Fantasy,Paramount_Pictures Walt_Disney_Productions,Peter_MacNicol Caitlin_Clarke Ralph_Richardson John_Hallam Peter_Eyre Albert_Salmi Sydney_Bromley Chloe_Salaman Emrys_James Roger_Kemp Ian_McDiarmid Ken_Shorter Yolande_Palfrey Douglas_Cooper Jason_White,Matthew_Robbins Hal_Barwood Matthew_Robbins Howard_W._Koch Eric_Rattray Alex_North Derek_Vanlint Tony_Lawson Deborah_Brown Debbie_McWilliams Elliot_Scott Alan_Cassie Ian_Whittaker Anthony_Mendleson Hal_Barwood Paul_Huston Phil_Tippett,GB,en hu,1981,Friday,Jun,18868423.73,15,17,2,108.0,3.383201,18000000,6.7,14772
5085,Comedy Adventure,Enjoy_Movies,Svetlana_Khodchenkova Anna_Khilkevich Agniya_Ditkovskite Roman_Yunusov Aleksey_Chumakov Darya_Astafeva,Kirill_Kozlov Svyatoslav_Savchenko Konstantin_Trofimov,RU,ru,2013,Thursday,Dec,2033528.1400000001,6,3,1,82.0,0.536756,2000000,3.0,614
5086,Adventure Action Thriller Crime Mystery,Metro-Goldwyn-Mayer_(MGM) Shaft_Productions_Ltd.,Richard_Roundtree Frank_Finlay Vonetta_McGee Neda_Arneriƒá Debebe_Eshetu Spiros_Foc√°s Jacques_Herlin Jho_Jhenkins Willie_Jonah Adolfo_Lastretti Aldo_Sambrell,Ernest_Tidyman Roger_Lewis John_Guillermin Stirling_Silliphant Johnny_Pate Marcel_Grignon Max_Benedict Irene_Howard Jose_Villaverde John_Stoll,US,en,1973,Thursday,Jun,2495784.55,11,10,1,112.0,1.424722,2142000,5.9,2522
5087,Comedy,PolyGram_Filmed_Entertainment Casablanca_Filmworks,Robert_Wuhl Tony_Danza Fran_Drescher Michelle_Pfeiffer Joyce_Hyser Hoyt_Axton Gary_Graham Stuart_Pankin Otis_Young,William_Tennant Floyd_Mutrux Floyd_Mutrux Floyd_Mutrux Richard_Lederer,US,en,1980,Friday,May,3348082.3800000004,9,5,1,91.0,2.5992189999999997,2500000,6.3,4173
5088,Crime Drama,StudioCanal,Brad_Renfro Bijou_Phillips Nick_Stahl Rachel_Miner Michael_Pitt Leo_Fitzpatrick Kelli_Garner Daniel_Franzese Nathalie_Paulding Alan_Lilly,Don_Murphy Larry_Clark Larry_Clark Jim_Schutze Zachary_Lang,GB US FR,en,2001,Friday,Jun,6660639.630000001,10,5,1,113.0,4.877774,0,6.9,34173
5089,Drama,2929_Productions Nick_Wechsler_Productions Chockstone_Pictures,Jennifer_Lawrence Bradley_Cooper Rhys_Ifans Toby_Jones Blake_Ritson Sean_Harris Sam_Reid Kim_Bodnia Ana_Ularu Charity_Wakefield David_Dencik Ned_Dennehy Christian_McKay Mark_O'Neal Jim_High Bodil_J√∏rgensen Michael_Ryan,Jina_Jay Susanne_Bier Susanne_Bier Pernille_Bech_Christensen Morten_S√∏borg Richard_Bridgland Nick_Wechsler Martin_Kurel Christopher_Kyle Ben_Cosgrove Todd_Wagner Johan_S√∂derqvist Signe_Sejlund Graeme_Purdy Paula_Mae_Schwartz Steve_Schwartz Matthew_Newman Ron_Halpern Ron_Rash Simon_Webb Morag_Cameron Claudia_Kalindjian Alena_Koucka,CZ FR US,en,2014,Sunday,Oct,7548213.75,17,23,1,102.0,7.381098,0,5.4,26613
5090,Drama Romance,Octagon_Films Irish_Film_Board Wayfare_Entertainment Little_Wave_Productions Start_Motion_Pictures Radio_Telefís_Éireann_(RTÉ),Colin_Farrell Alicja_Bachleda-Curu≈õ Dervla_Kirwan Alison_Barry Marion_O'Dwyer Tony_Curran Mary_O'Shea Gemma_Reeves Stephen_Rea Norma_Sheahan,Christopher_Doyle Susie_Figgis Neil_Jordan Neil_Jordan Neil_Jordan Anna_Rackard Tony_Lawson Ned_Dowd Kjartan_Sveinsson Ben_Browning Morgan_O'Sullivan Nuala_Moiselle Peter_Rawlinson Frank_Moiselle Karen_Richards Michael_Maher James_Flynn,IE US,en fr ro,2009,Monday,Sep,11296505.75,10,17,3,111.0,4.757269,12000000,6.8,19880
5091,Drama Thriller Crime,Cinerenta_Medienbeteiligungs_KG American_Entertainment_Partners_L.P. David_Kirschner_Productions,Bill_Paxton Matthew_McConaughey Powers_Boothe Matt_O'Leary Jeremy_Sumpter Luke_Askew Levi_Kreis Derk_Cheetwood Missy_Crider Alan_Davidson Cynthia_Ettinger Gwen_McGee Rebecca_Tilney,Bill_Paxton Bill_Butler Brian_Tyler David_Kirschner David_Blocker Michael_Paseornek Corey_Sienega Tom_Ortenberg Brent_Hanley Tom_Huckabee Arnold_Glassman Karen_Loop,DE IT US,en,2001,Saturday,Nov,9537358.36,13,12,1,100.0,7.397953,11000000,7.2,75910
5092,Comedy Fantasy Romance,Prospero_Pictures Icon_Entertainment_International Scion_Films Rocket_Pictures Alliance_Atlantis_Motion_Picture_Production,Kevin_Zegers Samaire_Armstrong Sherry_Miller Robert_Joy Sharon_Osbourne Maury_Chaykin Mpho_Koaho Emily_Hampshire Brooke_D'Orsay Genelle_Williams Bal√°zs_Ko√≥s Kathryn_Haggis Alex_Nussbaum,Elton_John Jeff_Abberley Julia_Blackman Christian_Henson Nick_Hurran Steve_Danyluk Martin_Katz Wendy_Grean Geoff_Deane Geoff_Deane David_Furnish Steve_Hamilton_Shaw Steve_Hamilton_Shaw Veronica_Castillo Andy_Mayson Peter_Naish Patrice_Theroux,CA US GB,en,2006,Tuesday,Dec,12576874.620000001,13,17,1,95.0,8.960677,15500000,6.3,38888
5093,Drama Horror Thriller,Vertigo_Entertainment Touchstone_Pictures Post_No_Bills_Films Pandemonium_Productions,Jennifer_Connelly John_C._Reilly Tim_Roth Dougray_Scott Pete_Postlethwaite Ariel_Gade Camryn_Manheim Perla_Haney-Jardine Debra_Monk Linda_Emond Bill_Buell Kate_Hewlett,Affonso_Beato Mali_Finn Th√©r√®se_DePrez Angelo_Badalamenti Walter_Salles Daniel_Rezende Diana_Pokorny Rafael_Yglesias Doug_Davison Roy_Lee K√¥ji_Suzuki Tina_Gerussi Ashley_Kramer Bill_Mechanic Kelli_Lerner Kerry_Foster Carole_Tarlington,US,en,2005,Monday,Jun,23950719.58,12,17,1,105.0,6.53565,30000000,5.6,59110
5094,Comedy Romance Crime Drama Mystery,Ghoulardi_Film_Company Warner_Bros. IAC_Films,Joaquin_Phoenix Josh_Brolin Owen_Wilson Katherine_Waterston Reese_Witherspoon Benicio_del_Toro Jena_Malone Maya_Rudolph Martin_Short Martin_Donovan Sasha_Pieterse Eric_Roberts Michael_Kenneth_Williams Joanna_Newsom Jeannie_Berlin Serena_Scott_Thomas Hong_Chau Christopher_Allen_Nelson Sam_Jaeger Timothy_Simons Jillian_Bell Jordan_Christian_Hearn Taylor_Bonin Martin_Dew Shannon_Collis Catherine_Haena_Kim Vivienne_Khaledi Yvette_Yates Andrew_Simpson Joe_Dioletto Jack_Kelly The_Growlers Belladonna Elaine_Tan Wilson_Bethel Anders_Holm Emmet_Unverzagt Erica_Sullivan Eva_Fisher Jackie_Michele_Johnson Katie_Schwartz Charley_Morgan Keith_Jardine Delaina_Mitchell Michael_Cotterman Peter_McRobbie Shannon_C._Sullivan Samantha_Lemole Madison_Leisle Christian_Williams Jefferson_Mays Liam_Van_Joosten Matt_Doyle David_Prak Amy_Ferguson Emma_Dumont Scott_Aschenbrenner Ashleigh_Biller Christina_Bobrowsky Peter_Bonilla Gregoer_Boru Marianne_Bourg Toyia_Brown Stu_Brumbaugh Seth_Cash Laura_Lyon_Rossi Elizabeth_Colunga Emma_Cooper Nick_de_Graffenreid Adam_Dorsey Ken_Edling Jenna_Emery Al_Function Brandy_Futch Lauren_Goncher Ellen_Ho Jessica_Huss Raiden_Integra Dallas_James Christopher_Karl_Johnson Laura_Kranz Timothy_Lally Adeana_Lane Kira_Legg Tracy_Ann_Lisa Blue_LoLan Dakota_Lupo Jacob_Lyman Amanda_Maddox Emilee_Madrak Kirstin_Masters Zach_McMahon Chelsea_O'Toole Shaun_Parker Rodney_J._Richards Philip_Roosevelt Osamu_Saito Joel_Shock Matthew_Skomo Chantal_Thuy Diana_Elizabeth_Torres,Robert_Elswit Paul_Thomas_Anderson Paul_Thomas_Anderson Paul_Thomas_Anderson Daniel_Lupi JoAnne_Sellar Cassandra_Kulukundis Linda_Cohen Amy_Wells Mark_Bridges Leslie_Jones Jonny_Greenwood David_Crank John_Barba Eli_Bush Adam_Somner Thomas_Pynchon Ruth_de_Jong Erica_Frauman Christopher_Scarabosio Albert_Chi Jillian_Giacomini Karen_Ruth_Getchell Demelza_Cronin,US,en,2014,Thursday,Dec,46042860.95000002,101,24,1,148.0,13.52638,20000000,6.7,92877
5095,Action Adventure Science_Fiction,Paramount_Pictures Donners'_Company Mutual_Film_Company Cobalt_Media_Group Artists_Production_Group_(APG),Paul_Walker Frances_O'Connor Gerard_Butler Billy_Connolly David_Thewlis Anna_Friel Neal_McDonough Matt_Craven Ethan_Embry Michael_Sheen Lambert_Wilson Marton_Csokas Rossif_Sutherland David_La_Haye Steve_Kahan Christian_Tessier,Richard_Donner Jeff_Maguire George_Nolfi Richard_Donner Lauren_Shuler_Donner Jim_Van_Wyck Brian_Tyler Caleb_Deschanel Richard_Marks Daniel_T._Dorrance Jille_Azis Jenny_Beavan Don_Granger Gary_Levinsohn Michael_Ovitz Michael_Crichton Sarah_Finn Randi_Hiller Blanche_Boileau Clare_Spragge Caroline_Alder R√©al_Proulx David_Sandefur Andr√©_Chamberland Gary_Freeman Michael_Aguilar Kevin_De_La_Noy Derek_Hoffmann Brian_Read Stephen_Bream Philip_Elton Isabelle_L√©tourneau Claude_Lafrance Alain_Brochu Jason_Armitage Roger_Page Manon_Cousin Katia_Kim_Depatie Richard_K._Buoen Edith_Croft Gregory_S._Hooper Andy_Aitken Mathieu-F√©lix_Drouin Michel_Bernier John_Trapman David_Crone Philippe_Boss√© Emmanuel_B√©hier_Migeon Donna_Berwick Candida_Conery Yolanda_Toussieng David_LeRoy_Anderson Neil_Corbould H√©l√®ne_Provost Louise_Cova John_Paesano Simon_Atherton Richard_Cardon Michael_Di_Como Roland_Chaput Cynthia_Blaise Vincent_Houle Amelie_Duceppe Serge_Lavigueur Michael_Pasqualone Debbi_Bossi Kenn_Moynihan Tony_Aranda Louis_Gascon Frederic_Chamoro Allan_Graf Donna_Armstrong Gary_F._Bentley Martin_Brisebois Michael_Adams Marcello_Bezina Michel_Robert Claude_B√©langer Tim_Parkinson Kevin_De_La_Noy Michael_Klastorin Andr√©_Laperri√®re Jonathan_Dumont Paul_Vega Frank_Ruszczynski Mike_Milliken Gloria_D'Alessandro St√©phane_Arbour David_Yellin Jean-Fran√ßois_Larivi√®re Courtney_Gross Crystal_Hawkins Cindy_M._Ichikawa Daniel_Auclair Susan_Towner Charles_J._Bond Bill_Burns Christopher_Flick Gary_Krause Robert_Elhai Suhail_Kafity Steve_Cantamessa Dennis_Drummond Marc_Scott Lanny_Cermak Bob_Stoker David_M._Gray Denise_Ream Mark_Dornfeld Geof_Isherwood Debra_L._Tennant Josef_Brandmaier Trevor_Ward Alain_Bernard,US,en fr,2003,Wednesday,Nov,34166193.39,16,114,2,116.0,6.982761999999999,80000000,5.7,59773
5096,Action Adventure Comedy,Cannon_Group Golan-Globus_Productions Cannon_Productions,Richard_Chamberlain Sharon_Stone Herbert_Lom John_Rhys-Davies Ken_Gampu,Jerry_Goldsmith John_Shirley J._Lee_Thompson Menahem_Golan Yoram_Globus Gene_Quintano H._Rider_Haggard James_R._Silke √Ålex_Phillips_Jr.,US,en,1985,Wednesday,Mar,5295337.35,5,9,1,100.0,6.138795,12500000,5.3,12332
5097,Action Comedy,Harmony_Gold Canned_Pictures_Inc,Luke_Perry Eric_Roberts Jennifer_Tilly Carol_Kane Scott_Plank Melora_Walters John_Savage Brion_James Joe_Viterelli James_Russo Will_Rothhaar Jessica_Perelman Toni_Kalem Vonte_Sweet Anthony_Lee Stephanie_Cushna Sam_J._Jones,Michael_Covert Michael_Covert Seo_Mutarevic John_R._Graham Sheila_Jaffe Georgianne_Walken Rod_Dean,US,en,1996,Thursday,Sep,10598339.49,17,7,1,97.0,0.51063,0,5.2,596
